nombre_hotel,ciudad,tipo_alojamiento,precio_clp,puntuacion,prediction
Cabañas Vista Hermosa Temuco,Temuco,casa/cabana,115799.0,6.7,1
Cabañas Vista Hermosa Temuco,Temuco,casa/cabana,79267.0,7.3,1
"Departamento 1 dormitorio, con balcón y estacionamiento",Temuco,casa/cabana,42000.0,9.4,0
CABAÑA 2 TINAJA-PISCINA-QUINCHO,Valdivia,casa/cabana,128945.0,8.6,2
Cabaña VIDA en Oncol,Valdivia,casa/cabana,146000.0,9.9,2
Cabaña central a pasos del terminal,Valdivia,casa/cabana,204000.0,9.5,2
Cabaña con vista al mar y bosque nativo,Valdivia,casa/cabana,49000.0,10.0,0
Cabaña del Chucao,Valdivia,casa/cabana,50350.0,9.3,0
Cabaña-RIO Calle Calle,Valdivia,casa/cabana,147390.0,9.4,2
Cabañas Andino Valdivia,Valdivia,casa/cabana,84436.0,8.2,1
Cabañas Andino Valdivia,Valdivia,casa/cabana,124901.0,9.2,0
Cabañas Central Valdivia,Valdivia,casa/cabana,88003.0,7.8,1
Cabañas Costa Valdiviana,Valdivia,casa/cabana,98500.0,8.3,0
Cabañas Costanera Valdivia,Valdivia,casa/cabana,61092.0,6.6,1
Cabañas Costanera Valdivia,Valdivia,casa/cabana,115373.0,9.8,0
Cabañas Cutipay N2,Valdivia,casa/cabana,153356.0,8.9,2
Cabañas Del Mar Valdivia,Valdivia,casa/cabana,91361.0,6.6,1
Cabañas Diarias,Valdivia,casa/cabana,31000.0,7.2,1
Cabañas Holtheuer,Valdivia,casa/cabana,35482.0,8.9,0
Cabañas Laguna Magica,Valdivia,casa/cabana,133650.0,9.1,2
Cabañas Norte Valdivia,Valdivia,casa/cabana,82378.0,8.6,0
Cabañas Norte Valdivia,Valdivia,casa/cabana,98885.0,7.4,1
Cabañas Perlas del Sur,Valdivia,casa/cabana,200000.0,9.8,2
Cabañas Plaza Valdivia,Valdivia,casa/cabana,79725.0,9.6,0
Cabañas Plaza Valdivia,Valdivia,casa/cabana,105923.0,9.5,0
Cabañas Primavera Valdivia,Valdivia,casa/cabana,115140.0,7.2,1
Cabañas Primavera Valdivia,Valdivia,casa/cabana,116719.0,7.7,1
Cabañas Rosner,Valdivia,casa/cabana,42075.0,8.9,0
Cabañas Sur Valdivia,Valdivia,casa/cabana,103196.0,7.2,1
Cabañas Vista Hermosa Valdivia,Valdivia,casa/cabana,63677.0,7.9,1
Cabañas Vista Hermosa Valdivia,Valdivia,casa/cabana,97818.0,8.5,0
Casa de la Ribera Pelantaro,Valdivia,casa/cabana,179091.0,9.0,2
Departamento nuevo full equipado,Valdivia,casa/cabana,120794.0,7.7,1
Departamentos y Cabañas tres espinos altos,Valdivia,casa/cabana,21844.0,8.7,0
Cabañas Andino Valparaiso,Valparaiso,casa/cabana,81797.0,8.2,1
Cabañas Andino Valparaiso,Valparaiso,casa/cabana,91359.0,9.5,0
Cabañas Central Valparaiso,Valparaiso,casa/cabana,91711.0,7.0,1
Cabañas Central Valparaiso,Valparaiso,casa/cabana,76962.0,7.4,1
Cabañas Costanera Valparaiso,Valparaiso,casa/cabana,107849.0,9.3,0
Cabañas Del Mar Valparaiso,Valparaiso,casa/cabana,54447.0,7.0,1
Cabañas Del Mar Valparaiso,Valparaiso,casa/cabana,86613.0,9.7,0
Cabañas El Mediterráneo,Valparaiso,casa/cabana,89545.0,8.7,0
Cabañas Norte Valparaiso,Valparaiso,casa/cabana,79112.0,8.7,0
Cabañas Plaza Valparaiso,Valparaiso,casa/cabana,71780.0,9.7,0
Cabañas Primavera Valparaiso,Valparaiso,casa/cabana,119129.0,7.7,1
Cabañas Primavera Valparaiso,Valparaiso,casa/cabana,102666.0,7.9,1
Cabañas Sur Valparaiso,Valparaiso,casa/cabana,52993.0,8.5,0
Cabañas Sur Valparaiso,Valparaiso,casa/cabana,70275.0,8.7,0
Cabañas Vista Hermosa Valparaiso,Valparaiso,casa/cabana,105427.0,8.7,0
Cabañas Vista Hermosa Valparaiso,Valparaiso,casa/cabana,68045.0,9.2,0
Departamentos Puerto Claro,Valparaiso,casa/cabana,229344.0,9.6,2
Muelle Barón - Terminal de Buses,Valparaiso,casa/cabana,96000.0,10.0,0
Cabañas Andino Vina del Mar,Vina del Mar,casa/cabana,116523.0,9.7,0
Cabañas Andino Vina del Mar,Vina del Mar,casa/cabana,102147.0,8.7,0
Cabañas Central Vina del Mar,Vina del Mar,casa/cabana,59973.0,8.4,0
Cabañas Central Vina del Mar,Vina del Mar,casa/cabana,56460.0,7.8,1
Cabañas Costanera Vina del Mar,Vina del Mar,casa/cabana,94753.0,7.3,1
Cabañas Del Mar Vina del Mar,Vina del Mar,casa/cabana,105665.0,6.7,1
Cabañas Del Mar Vina del Mar,Vina del Mar,casa/cabana,98527.0,8.7,0
Cabañas Norte Vina del Mar,Vina del Mar,casa/cabana,50404.0,8.4,0
Cabañas Norte Vina del Mar,Vina del Mar,casa/cabana,50712.0,9.4,0
Cabañas Plaza Vina del Mar,Vina del Mar,casa/cabana,90078.0,7.2,1
Cabañas Plaza Vina del Mar,Vina del Mar,casa/cabana,98440.0,8.3,0
Cabañas Primavera Vina del Mar,Vina del Mar,casa/cabana,46810.0,8.1,1
Cabañas Primavera Vina del Mar,Vina del Mar,casa/cabana,106977.0,8.6,0
Cabañas Sur Vina del Mar,Vina del Mar,casa/cabana,72037.0,7.9,1
Cabañas Sur Vina del Mar,Vina del Mar,casa/cabana,75199.0,7.3,1
Cabañas Vista Hermosa Vina del Mar,Vina del Mar,casa/cabana,84873.0,9.7,0
Cabañas Vista Hermosa Vina del Mar,Vina del Mar,casa/cabana,120712.0,8.9,2
Loft para 2 personas,Vina del Mar,casa/cabana,196000.0,9.0,2
Alto del Sol Costanera Antofagasta,Antofagasta,hostal,130694.0,8.6,2
Edificio Vista Horizonte,Antofagasta,hostal,132873.0,7.4,1
Enjoy Antofagasta,Antofagasta,hostal,119937.0,8.0,2
HOM I Ideal para viajes laborales I Parking I WiFi PNB 2017,Antofagasta,hostal,117985.0,9.1,0
Hampton By Hilton Antofagasta,Antofagasta,hostal,155535.0,8.2,2
Hostal Andino Antofagasta,Antofagasta,hostal,22305.0,9.1,0
Hostal Andino Antofagasta,Antofagasta,hostal,22452.0,7.9,1
Hostal Central Antofagasta,Antofagasta,hostal,42982.0,7.7,1
Hostal Central Antofagasta,Antofagasta,hostal,32695.0,9.4,0
Hostal Costanera Antofagasta,Antofagasta,hostal,33748.0,7.3,1
Hostal Costanera Antofagasta,Antofagasta,hostal,22455.0,8.1,1
Hostal Del Mar Antofagasta,Antofagasta,hostal,35839.0,7.5,1
Hostal Norte Antofagasta,Antofagasta,hostal,21993.0,9.7,0
Hostal Norte Antofagasta,Antofagasta,hostal,44990.0,7.2,1
Hostal Pampaloja Antof,Antofagasta,hostal,31511.0,7.8,1
Hostal Plaza Antofagasta,Antofagasta,hostal,39163.0,8.3,0
Hostal Plaza Antofagasta,Antofagasta,hostal,32140.0,8.6,0
Hostal Primavera Antofagasta,Antofagasta,hostal,39139.0,8.8,0
Hostal Primavera Antofagasta,Antofagasta,hostal,32983.0,7.0,1
Hostal Sur Antofagasta,Antofagasta,hostal,40599.0,6.7,1
Hostal Vista Hermosa Antofagasta,Antofagasta,hostal,31020.0,9.6,0
Hostal Vista Hermosa Antofagasta,Antofagasta,hostal,34879.0,7.5,1
"Moderno Depto Psicina, gym y parking",Antofagasta,hostal,204000.0,9.7,2
NORTHSUITE - Vista al Mar Centricos Dptos Frente al Mall,Antofagasta,hostal,202880.0,9.5,2
NORTHSUITE - Vista al Mar y Parking Frente Mall,Antofagasta,hostal,105276.0,9.5,0
Puerto Nuevo Antofagasta,Antofagasta,hostal,102211.0,8.4,0
Residencial Andino Antofagasta,Antofagasta,hostal,37958.0,9.2,0
Residencial Andino Antofagasta,Antofagasta,hostal,44648.0,7.4,1
Residencial Central Antofagasta,Antofagasta,hostal,21942.0,7.5,1
Residencial Central Antofagasta,Antofagasta,hostal,37641.0,7.3,1
Residencial Costanera Antofagasta,Antofagasta,hostal,21844.0,8.2,1
Residencial Costanera Antofagasta,Antofagasta,hostal,37313.0,7.1,1
Residencial Del Mar Antofagasta,Antofagasta,hostal,33073.0,7.6,1
Residencial Norte Antofagasta,Antofagasta,hostal,41934.0,7.0,1
Residencial Plaza Antofagasta,Antofagasta,hostal,32648.0,7.8,1
Residencial Plaza Antofagasta,Antofagasta,hostal,27616.0,7.9,1
Residencial Primavera Antofagasta,Antofagasta,hostal,36371.0,7.2,1
Residencial Primavera Antofagasta,Antofagasta,hostal,26569.0,7.6,1
Residencial Sur Antofagasta,Antofagasta,hostal,31709.0,9.4,0
Residencial Vista Hermosa Antofagasta,Antofagasta,hostal,30712.0,7.4,1
Residencial Vista Hermosa Antofagasta,Antofagasta,hostal,29876.0,9.8,0
Alto Chinchorro Hostel,Arica,hostal,53239.0,8.4,0
Departamento cerca del mar con 3 habitaciones,Arica,hostal,63000.0,9.1,0
Guesthouse Playa Chinchorro,Arica,hostal,25073.0,9.1,0
Hostal Andino Arica,Arica,hostal,25685.0,7.8,1
Hostal Andino Arica,Arica,hostal,24400.0,8.6,0
Hostal Arica 3,Arica,hostal,21844.0,7.9,1
Hostal Central Arica,Arica,hostal,24310.0,9.7,0
Hostal Central Arica,Arica,hostal,22374.0,7.2,1
Hostal Copa Arica,Arica,hostal,38028.0,7.1,1
Hostal Costanera Arica,Arica,hostal,32229.0,8.5,0
Hostal Costanera Arica,Arica,hostal,33628.0,7.7,1
Hostal Del Mar Arica,Arica,hostal,32466.0,7.9,1
Hostal Del Mar Arica,Arica,hostal,24842.0,8.0,1
Hostal Norte Arica,Arica,hostal,35992.0,8.7,0
Hostal Ostello Amadeus,Arica,hostal,56000.0,7.7,1
Hostal Plaza Arica,Arica,hostal,28962.0,9.0,0
Hostal Plaza Arica,Arica,hostal,29695.0,7.1,1
Hostal Primavera Arica,Arica,hostal,29932.0,8.7,0
Hostal Primavera Arica,Arica,hostal,24924.0,9.4,0
Hostal Sur Arica,Arica,hostal,34367.0,8.2,1
Hostal Sur Arica,Arica,hostal,41326.0,9.6,0
Hostal Venecia,Arica,hostal,25054.0,7.9,1
Hostal Vista Hermosa Arica,Arica,hostal,28113.0,9.1,0
Hostel Posada de Gallo,Arica,hostal,31496.0,8.2,1
Hostel Willka Kuti Backpackers,Arica,hostal,43736.0,8.0,1
Illariy Wasi Hostal,Arica,hostal,28688.0,8.5,0
Raymi House Hostel,Arica,hostal,38484.0,8.8,0
Residencial Andino Arica,Arica,hostal,28508.0,8.1,1
Residencial Andino Arica,Arica,hostal,43739.0,8.5,0
Residencial Central Arica,Arica,hostal,25581.0,6.8,1
Residencial Central Arica,Arica,hostal,34121.0,8.0,1
Residencial Costanera Arica,Arica,hostal,26901.0,7.1,1
Residencial Del Mar Arica,Arica,hostal,42519.0,7.8,1
Residencial Norte Arica,Arica,hostal,21844.0,8.6,0
Residencial Norte Arica,Arica,hostal,33418.0,7.9,1
Residencial Plaza Arica,Arica,hostal,22840.0,8.0,1
Residencial Primavera Arica,Arica,hostal,35254.0,7.7,1
Residencial Primavera Arica,Arica,hostal,23703.0,9.4,0
Residencial Sur Arica,Arica,hostal,36534.0,9.1,0
Residencial Vista Hermosa Arica,Arica,hostal,21844.0,6.7,1
Residencial Vista Hermosa Arica,Arica,hostal,45109.0,7.0,1
Anka Hostel,Calama,hostal,142500.0,9.1,2
Ayelen Express,Calama,hostal,173406.0,8.0,2
Ckayatar,Calama,hostal,86292.0,8.4,0
Departamento Calama Kamac Mayu,Calama,hostal,107820.0,9.0,0
Geotel Calama,Calama,hostal,144952.0,8.9,2
Hostal America,Calama,hostal,159536.0,6.8,1
Hostal Andino Calama,Calama,hostal,37149.0,8.5,0
Hostal Central Calama,Calama,hostal,42395.0,7.6,1
Hostal Central Calama,Calama,hostal,40334.0,7.6,1
Hostal Costanera Calama,Calama,hostal,38134.0,8.0,1
Hostal Costanera Calama,Calama,hostal,45947.0,8.8,0
Hostal Del Mar Calama,Calama,hostal,44949.0,6.8,1
Hostal Del Mar Calama,Calama,hostal,45078.0,8.0,1
Hostal Norte Calama,Calama,hostal,44763.0,7.1,1
Hostal Plaza Calama,Calama,hostal,31561.0,8.1,1
Hostal Plaza Calama,Calama,hostal,46809.0,9.1,0
Hostal Primavera Calama,Calama,hostal,39517.0,8.4,0
Hostal Primavera Calama,Calama,hostal,24702.0,8.5,0
Hostal Sur Calama,Calama,hostal,26978.0,8.8,0
Hostal Sur Calama,Calama,hostal,38463.0,7.3,1
Hostal Vista Hermosa Calama,Calama,hostal,26506.0,7.6,1
Hostal Vista Hermosa Calama,Calama,hostal,41262.0,9.2,0
Para negocios,Calama,hostal,210000.0,8.9,2
Residencial Andino Calama,Calama,hostal,42086.0,9.4,0
Residencial Andino Calama,Calama,hostal,36875.0,7.8,1
Residencial Central Calama,Calama,hostal,28901.0,8.0,1
Residencial Central Calama,Calama,hostal,27989.0,8.8,0
Residencial Costanera Calama,Calama,hostal,25321.0,7.1,1
Residencial Costanera Calama,Calama,hostal,28239.0,7.3,1
Residencial Del Mar Calama,Calama,hostal,25361.0,7.0,1
Residencial Del Mar Calama,Calama,hostal,38992.0,8.9,0
Residencial Norte Calama,Calama,hostal,21844.0,8.0,1
Residencial Norte Calama,Calama,hostal,24233.0,8.0,1
Residencial Plaza Calama,Calama,hostal,40060.0,7.9,1
Residencial Primavera Calama,Calama,hostal,29098.0,7.2,1
Residencial Sur Calama,Calama,hostal,41775.0,7.5,1
Residencial Sur Calama,Calama,hostal,31121.0,9.0,0
Residencial Vista Hermosa Calama,Calama,hostal,38360.0,7.4,1
Residencial Vista Hermosa Calama,Calama,hostal,22588.0,8.6,0
comodidad-seguridad-conectividad,Calama,hostal,211410.0,9.5,2
Departamento Chillan céntrico,Chillan,hostal,196104.0,9.3,2
Depto Cómodo 1908 y Equipado en el Centro de Chillan con Estacionamiento,Chillan,hostal,165000.0,9.6,2
Depto Nuevo Chillan Centro 2D-2B-E privado,Chillan,hostal,167400.0,9.6,2
Espectacular y cómodo departamento,Chillan,hostal,136500.0,9.1,2
Genesis,Chillan,hostal,114000.0,8.2,2
HOSTAL EL AROMO Chillán,Chillan,hostal,36000.0,8.5,0
Hostal Andino Chillan,Chillan,hostal,43883.0,8.0,1
Hostal Andino Chillan,Chillan,hostal,22000.0,9.5,0
Hostal Central Chillan,Chillan,hostal,34797.0,7.6,1
Hostal Central Chillan,Chillan,hostal,40702.0,7.0,1
Hostal Costanera Chillan,Chillan,hostal,34353.0,7.5,1
Hostal Costanera Chillan,Chillan,hostal,46701.0,7.6,1
Hostal Del Mar Chillan,Chillan,hostal,44198.0,6.9,1
Hostal Del Mar Chillan,Chillan,hostal,42635.0,8.0,1
Hostal Norte Chillan,Chillan,hostal,25958.0,8.0,1
Hostal Plaza Chillan,Chillan,hostal,33491.0,7.4,1
Hostal Plaza Chillan,Chillan,hostal,35234.0,9.4,0
Hostal Primavera Chillan,Chillan,hostal,40983.0,7.3,1
Hostal Sur Chillan,Chillan,hostal,31034.0,9.0,0
Hostal Sur Chillan,Chillan,hostal,41077.0,8.2,1
Hostal Vista Hermosa Chillan,Chillan,hostal,25910.0,9.5,0
Lindo y central departamento,Chillan,hostal,47000.0,9.4,0
Moderno 1704 Depto en el Centro de Chillan con estacionamiento,Chillan,hostal,157500.0,9.5,2
Residencial Andino Chillan,Chillan,hostal,35018.0,8.4,0
Residencial Andino Chillan,Chillan,hostal,27363.0,7.9,1
Residencial Central Chillan,Chillan,hostal,23835.0,7.4,1
Residencial Costanera Chillan,Chillan,hostal,23549.0,9.3,0
Residencial Costanera Chillan,Chillan,hostal,23157.0,7.8,1
Residencial Del Mar Chillan,Chillan,hostal,44804.0,6.7,1
Residencial Norte Chillan,Chillan,hostal,31432.0,7.4,1
Residencial Norte Chillan,Chillan,hostal,25629.0,8.9,0
Residencial Plaza Chillan,Chillan,hostal,38943.0,8.4,0
Residencial Plaza Chillan,Chillan,hostal,25488.0,8.9,0
Residencial Primavera Chillan,Chillan,hostal,21844.0,7.1,1
Residencial Sur Chillan,Chillan,hostal,31914.0,7.0,1
Residencial Vista Hermosa Chillan,Chillan,hostal,41957.0,8.4,0
Residencial Vista Hermosa Chillan,Chillan,hostal,27520.0,8.6,0
Amplio Departamento con terraza,Concepcion,hostal,214200.0,8.1,2
Concepción Suites,Concepcion,hostal,173943.0,9.1,2
Departamento Park Collao Suit - Empresas Factura - Parking - wifi,Concepcion,hostal,140000.0,8.3,2
Departamento amoblado en Parque Urbano,Concepcion,hostal,214744.0,8.6,2
Holiday Inn Express - Concepcion by IHG,Concepcion,hostal,198850.0,8.8,2
Hostal Ayiwün,Concepcion,hostal,203089.0,8.6,2
Hostal Central Concepcion,Concepcion,hostal,29582.0,6.6,1
Hostal Central Concepcion,Concepcion,hostal,25811.0,7.7,1
Hostal Concepcion,Concepcion,hostal,82680.0,8.1,1
Hostal Costanera Concepcion,Concepcion,hostal,27754.0,9.7,0
Hostal Costanera Concepcion,Concepcion,hostal,44573.0,7.4,1
Hostal Del Mar Concepcion,Concepcion,hostal,37683.0,7.3,1
Hostal Del Mar Concepcion,Concepcion,hostal,39835.0,9.6,0
Hostal Norte Concepcion,Concepcion,hostal,40264.0,7.3,1
Hostal Norte Concepcion,Concepcion,hostal,24244.0,9.7,0
Hostal Plaza Concepcion,Concepcion,hostal,36456.0,8.4,0
Hostal Plaza Concepcion,Concepcion,hostal,32245.0,9.0,0
Hostal Primavera Concepcion,Concepcion,hostal,30170.0,7.0,1
Hostal Sur Concepcion,Concepcion,hostal,39395.0,9.3,0
Hostal Sur Concepcion,Concepcion,hostal,38732.0,8.1,1
Hostal Vista Hermosa Concepcion,Concepcion,hostal,37154.0,7.5,1
Hostal Vista Hermosa Concepcion,Concepcion,hostal,44947.0,7.5,1
Hostal del Rio,Concepcion,hostal,65978.0,8.3,0
Mirador Plaza,Concepcion,hostal,213118.0,8.6,2
Residencial Andino Concepcion,Concepcion,hostal,24808.0,8.4,0
Residencial Andino Concepcion,Concepcion,hostal,46382.0,7.7,1
Residencial Central Concepcion,Concepcion,hostal,31205.0,9.6,0
Residencial Central Concepcion,Concepcion,hostal,36497.0,9.4,0
Residencial Costanera Concepcion,Concepcion,hostal,27274.0,7.7,1
Residencial Costanera Concepcion,Concepcion,hostal,41529.0,9.5,0
Residencial Del Mar Concepcion,Concepcion,hostal,28391.0,7.3,1
Residencial Del Mar Concepcion,Concepcion,hostal,37862.0,9.2,0
Residencial Norte Concepcion,Concepcion,hostal,33890.0,8.3,0
Residencial Norte Concepcion,Concepcion,hostal,45116.0,8.3,0
Residencial Plaza Concepcion,Concepcion,hostal,21844.0,9.5,0
Residencial Plaza Concepcion,Concepcion,hostal,30639.0,9.1,0
Residencial Primavera Concepcion,Concepcion,hostal,33081.0,6.9,1
Residencial Primavera Concepcion,Concepcion,hostal,38763.0,8.0,1
Residencial Sur Concepcion,Concepcion,hostal,35629.0,8.6,0
Residencial Sur Concepcion,Concepcion,hostal,45720.0,8.2,1
Residencial Vista Hermosa Concepcion,Concepcion,hostal,34324.0,7.0,1
Residencial Vista Hermosa Concepcion,Concepcion,hostal,47157.0,7.8,1
El valle,Copiapo,hostal,79318.0,7.0,1
Hostal Andino Copiapo,Copiapo,hostal,39157.0,7.1,1
Hostal Andino Copiapo,Copiapo,hostal,46512.0,7.7,1
Hostal Cactus Copiapo,Copiapo,hostal,29550.0,6.6,1
Hostal Central Copiapo,Copiapo,hostal,23148.0,9.2,0
Hostal Central Copiapo,Copiapo,hostal,31017.0,8.8,0
Hostal Costanera Copiapo,Copiapo,hostal,21844.0,9.5,0
Hostal Costanera Copiapo,Copiapo,hostal,36827.0,7.2,1
Hostal Del Mar Copiapo,Copiapo,hostal,42008.0,9.0,0
Hostal Norte Copiapo,Copiapo,hostal,42582.0,8.3,0
Hostal Plaza Copiapo,Copiapo,hostal,35580.0,6.7,1
Hostal Plaza Copiapo,Copiapo,hostal,39723.0,8.3,0
Hostal Primavera Copiapo,Copiapo,hostal,39915.0,7.9,1
Hostal Primavera Copiapo,Copiapo,hostal,41629.0,9.3,0
Hostal Sol de Atacama,Copiapo,hostal,128847.0,6.6,1
Hostal Sur Copiapo,Copiapo,hostal,41700.0,8.0,1
Hostal Sur Copiapo,Copiapo,hostal,25708.0,9.5,0
Hostal Vista Hermosa Copiapo,Copiapo,hostal,33040.0,9.1,0
Hostal Vista Hermosa Copiapo,Copiapo,hostal,25648.0,8.1,1
Lodge Atacama Hostal,Copiapo,hostal,81000.0,7.8,1
Residencial Andino Copiapo,Copiapo,hostal,41386.0,9.4,0
Residencial Andino Copiapo,Copiapo,hostal,28981.0,7.9,1
Residencial Central Copiapo,Copiapo,hostal,23809.0,8.2,1
Residencial Central Copiapo,Copiapo,hostal,40652.0,8.6,0
Residencial Costanera Copiapo,Copiapo,hostal,25441.0,8.3,0
Residencial Costanera Copiapo,Copiapo,hostal,22241.0,8.1,1
Residencial Del Mar Copiapo,Copiapo,hostal,34265.0,9.2,0
Residencial Del Mar Copiapo,Copiapo,hostal,33025.0,7.9,1
Residencial Norte Copiapo,Copiapo,hostal,31101.0,7.5,1
Residencial Norte Copiapo,Copiapo,hostal,38938.0,7.8,1
Residencial Plaza Copiapo,Copiapo,hostal,41105.0,7.9,1
Residencial Primavera Copiapo,Copiapo,hostal,39886.0,8.2,1
Residencial Primavera Copiapo,Copiapo,hostal,47561.0,8.9,0
Residencial Sur Copiapo,Copiapo,hostal,35375.0,8.4,0
Residencial Sur Copiapo,Copiapo,hostal,26031.0,8.5,0
Residencial Vista Hermosa Copiapo,Copiapo,hostal,39620.0,6.8,1
Residencial Vista Hermosa Copiapo,Copiapo,hostal,40002.0,7.9,1
Casa Balmaceda Backpackers,Coyhaique,hostal,36279.0,8.3,0
Cómodo y céntrico,Coyhaique,hostal,36504.0,8.4,0
Hostal Andino Coyhaique,Coyhaique,hostal,43869.0,9.2,0
Hostal Casa Arrayán,Coyhaique,hostal,63094.0,8.8,0
Hostal Central Coyhaique,Coyhaique,hostal,44417.0,7.1,1
Hostal Central Coyhaique,Coyhaique,hostal,35358.0,9.3,0
Hostal Costanera Coyhaique,Coyhaique,hostal,24959.0,8.0,1
Hostal Costanera Coyhaique,Coyhaique,hostal,38023.0,8.5,0
Hostal Del Mar Coyhaique,Coyhaique,hostal,39704.0,8.3,0
Hostal Del Mar Coyhaique,Coyhaique,hostal,29548.0,8.0,1
Hostal Español Coyhaique,Coyhaique,hostal,65545.0,9.0,0
Hostal Esquina Patagónica,Coyhaique,hostal,66699.0,9.7,0
Hostal Norte Coyhaique,Coyhaique,hostal,31255.0,7.9,1
Hostal Norte Coyhaique,Coyhaique,hostal,33721.0,7.7,1
Hostal Plaza Coyhaique,Coyhaique,hostal,41190.0,9.7,0
Hostal Primavera Coyhaique,Coyhaique,hostal,30744.0,9.7,0
Hostal Primavera Coyhaique,Coyhaique,hostal,39552.0,7.2,1
Hostal Sur Coyhaique,Coyhaique,hostal,39904.0,6.7,1
Hostal Uruz,Coyhaique,hostal,65437.0,9.1,0
Hostal Viento Sur,Coyhaique,hostal,63094.0,8.3,0
Hostal Vista Hermosa Coyhaique,Coyhaique,hostal,25092.0,9.7,0
Residencial Andino Coyhaique,Coyhaique,hostal,41655.0,8.9,0
Residencial Central Coyhaique,Coyhaique,hostal,31387.0,8.0,1
Residencial Central Coyhaique,Coyhaique,hostal,46002.0,7.1,1
Residencial Costanera Coyhaique,Coyhaique,hostal,24609.0,9.7,0
Residencial Costanera Coyhaique,Coyhaique,hostal,40517.0,8.2,1
Residencial Del Mar Coyhaique,Coyhaique,hostal,23503.0,7.3,1
Residencial Del Mar Coyhaique,Coyhaique,hostal,46117.0,9.1,0
Residencial Norte Coyhaique,Coyhaique,hostal,32833.0,7.6,1
Residencial Norte Coyhaique,Coyhaique,hostal,26536.0,9.0,0
Residencial Plaza Coyhaique,Coyhaique,hostal,41840.0,7.6,1
Residencial Plaza Coyhaique,Coyhaique,hostal,23435.0,8.4,0
Residencial Primavera Coyhaique,Coyhaique,hostal,27872.0,9.2,0
Residencial Primavera Coyhaique,Coyhaique,hostal,36613.0,9.7,0
Residencial Sur Coyhaique,Coyhaique,hostal,21844.0,6.6,1
Residencial Sur Coyhaique,Coyhaique,hostal,39976.0,8.3,0
Residencial Vista Hermosa Coyhaique,Coyhaique,hostal,37284.0,8.8,0
Alem Do Horizonte,Iquique,hostal,150321.0,9.2,2
Departamento céntrico y cómodo,Iquique,hostal,90000.0,10.0,0
Departamento vista al mar cerca de todo,Iquique,hostal,107454.0,9.8,0
Habitación Studio con baño privado,Iquique,hostal,40000.0,8.2,1
Hostal Andino Iquique,Iquique,hostal,34821.0,7.1,1
Hostal Andino Iquique,Iquique,hostal,29834.0,7.3,1
Hostal Central Iquique,Iquique,hostal,36489.0,8.7,0
Hostal Central Iquique,Iquique,hostal,25635.0,8.5,0
Hostal Costanera Iquique,Iquique,hostal,25089.0,6.8,1
Hostal Del Mar Iquique,Iquique,hostal,36333.0,6.6,1
Hostal Del Mar Iquique,Iquique,hostal,23662.0,9.6,0
Hostal Litoral,Iquique,hostal,200582.0,9.0,2
Hostal Norte Iquique,Iquique,hostal,32310.0,7.9,1
Hostal Norte Iquique,Iquique,hostal,36585.0,9.0,0
Hostal Plaza Iquique,Iquique,hostal,21844.0,9.2,0
Hostal Plaza Iquique,Iquique,hostal,29261.0,8.8,0
Hostal Primavera Iquique,Iquique,hostal,26744.0,8.9,0
Hostal Primavera Iquique,Iquique,hostal,45145.0,8.6,0
Hostal Sur Iquique,Iquique,hostal,42915.0,6.9,1
Hostal Vista Hermosa Iquique,Iquique,hostal,24704.0,7.9,1
Hostal Vista Hermosa Iquique,Iquique,hostal,34935.0,7.5,1
Hotel Diego de Almagro,Iquique,hostal,76156.0,7.6,1
Mini Departamentos ALPRO,Iquique,hostal,73953.0,8.3,0
NH Iquique Costa,Iquique,hostal,153685.0,8.4,2
Ocean Boulevard,Iquique,hostal,180000.0,9.0,2
Residencial Andino Iquique,Iquique,hostal,31262.0,7.7,1
Residencial Andino Iquique,Iquique,hostal,43708.0,8.4,0
Residencial Central Iquique,Iquique,hostal,21844.0,7.7,1
Residencial Central Iquique,Iquique,hostal,28440.0,9.6,0
Residencial Costanera Iquique,Iquique,hostal,23827.0,9.4,0
Residencial Costanera Iquique,Iquique,hostal,40344.0,9.0,0
Residencial Del Mar Iquique,Iquique,hostal,24992.0,7.7,1
Residencial Del Mar Iquique,Iquique,hostal,39680.0,8.9,0
Residencial Norte Iquique,Iquique,hostal,21844.0,8.3,0
Residencial Plaza Iquique,Iquique,hostal,31500.0,9.2,0
Residencial Plaza Iquique,Iquique,hostal,26549.0,8.8,0
Residencial Primavera Iquique,Iquique,hostal,43112.0,9.3,0
Residencial Primavera Iquique,Iquique,hostal,35474.0,7.1,1
Residencial Sur Iquique,Iquique,hostal,26584.0,7.2,1
Residencial Sur Iquique,Iquique,hostal,44594.0,7.9,1
Residencial Vista Hermosa Iquique,Iquique,hostal,39796.0,8.8,0
Residencial Vista Hermosa Iquique,Iquique,hostal,45187.0,7.9,1
Terrado Arturo Prat Iquique,Iquique,hostal,102675.0,8.6,0
Terrado Suites Iquique,Iquique,hostal,225482.0,8.4,2
departamento central costero,Iquique,hostal,115962.0,8.7,0
ibis Iquique,Iquique,hostal,148302.0,7.9,2
566 Hostel,La Serena,hostal,45000.0,8.3,0
Andes Hostal Serena,La Serena,hostal,45000.0,7.7,1
Arena y Mar,La Serena,hostal,84533.0,9.6,0
Arriendo dpto avenida del Mar.,La Serena,hostal,144505.0,9.6,2
Departamento La Serena sector Playa Peñuelas,La Serena,hostal,33750.0,9.7,0
